"","Net_score_grid","Area","Birth_rate","Death_rate","extrate"
"1",-247.9545455,7509.395833,2.233333333,4.033333333,1.00000096670827
"2",223.3214286,5850.888889,3.633333333,0.222222222,1.00000261061974
"3",55.99999999,3214.537037,3.558333333,0.083333333,1.00001930404619
"4",66.41666666,7860.572727,3.266666667,0.222222222,1.00000583145311
"5",245.2166667,4355.328656,3.441666667,3.055555556,1.00000036152754
"6",205.3,80702.94793,3.408333333,3.027777778,1.00000002296887
"7",-681.7333333,3495.844203,3.22,0.5,0.999998858693462
"8",-1078.5,8839.878789,3.975,1.3,0.999999719419602
"9",52.79999995,5583.237284,3.8125,4.5,0.999997667870326
"10",-307.2333333,3549.719697,4.733333333,2.133333333,0.999997615974179
"11",45.84828432,5986.769995,4.316666667,3.166666667,1.00000418969278
"12",-777,3701.186508,5.05,2.555,0.99999913242194
"13",-882.3416667,11094.98593,2.972222222,2.166666667,0.999999917712863
"14",289,3200.513889,4.025,1.041666667,1.00000322540475
"15",203,4241.251452,4.525,0.75,1.00000438456888
"16",205.9,2656.477381,4.269444444,0.166666667,1.00000750093713
"17",266.75,2944.343334,2.861111111,0.423076923,1.00000310418011
"18",223.9,18274.71119,4.3,2.777777778,1.00000037202613
"19",219.8076923,24345.57209,2.991666667,1.194444444,1.00000033584502
"20",-690.0972223,2806.952991,5.705555556,0.433333333,0.999997278249643
"21",98.65151516,12083.63889,4.366666667,1.208333333,1.0000026494545
"22",-27.84166667,9028.75,4.533333333,4.777777778,1.00000097242769
"23",274.75,3606.052546,4.48,6.888888889,0.999997568652602
"24",-17.8939395,4502.725,6.333333333,6.916666667,1.00000723994732
"25",-366.4999999,7120.48,4.925,3.455555556,0.999999436920234
"26",-715.7150538,4165.378893,6.241666667,5.083333333,0.999999611457178
"27",186,34788.19444,3.966666667,6.833333333,0.999999556970788
"28",278.7083333,13879.03333,3.663461538,16.16666667,0.99999676769612
"29",214.3333333,80702.94793,5.516666667,2.5,1.00000017440069
"30",10.29411764,3495.844203,3.302777778,22.16666667,0.999475808428912
"31",220.8,8839.878789,4.503333333,1.111111111,1.00000173795655
"32",238.5666667,5583.237284,4.8875,3.333333333,1.0000011668143
"33",265.0666667,3549.719697,4.097222222,5.166666667,0.999998863396336
"34",287.5,5986.769995,3.622222222,3.333333333,1.00000016784191
"35",221.0652174,3701.186508,5.491666667,2.666666667,1.00000345268586
"36",236.0909091,11094.98593,8.35,3.5,1.00000185155117
"37",313,3200.513889,4.983333333,2.833333333,1.00000214622083
"38",-9.710526305,4241.251452,5.413333333,4.833333333,0.999985917128934
"39",-269,18274.71119,3.403448276,10.3030303,1.00000140352444
"40",262.6666667,24345.57209,2.733333333,5,0.999999645543691
"41",287,2806.952991,2.77,3.166666667,0.999999507610627
"42",220,12083.63889,1.6,7.291666667,0.99999785898831
"43",222.5,9028.75,7.333333333,0,1.00000365042797
"44",251.5,3606.052546,4.49,3.333333333,1.00000127537582
"45",-342,4502.725,3.54,3.508333333,0.999999979436321
"46",60.45,7120.48,3.743333333,1,1.00000637342683
"47",37.70000001,4165.378893,4.61,1.666666667,1.0000187431934
"48",22.21666668,34788.19444,4.477083333,10.58333333,0.999992099332356
"49",286.95,13879.03333,4.94375,9.777777778,0.999998786209612
"50",-633.8854167,4355.328656,4.883333333,6.083333333,1.00000043465988
"51",-172.5092593,80702.94793,3.788888889,3.786306043,0.999999999814477
"52",219.5,3495.844203,4.047222222,14.82638889,0.999985952514483
"53",346.3645834,8839.878789,3.37,1.25,1.00000069239843
"54",284.5104167,5583.237284,3.7,2.716666667,1.00000061903685
"55",263.8833333,3549.719697,3.623333333,16.08333333,0.999986698150786
"56",298.6111111,5986.769995,3.296666667,4.75,0.999999187044642
"57",313.4623016,3701.186508,2.16,4.722222222,0.999997791535081
"58",-116.1500001,11094.98593,1.63,4.958333333,1.00000258274092
"59",31.83333334,3200.513889,2.605,0.083333333,1.00002475060644
"60",-204.2166665,4241.251452,1.58,1.979166667,1.00000046086005
"61",-82.68333346,2656.477381,6,5.416666667,0.999997344216343
"62",154.1333333,2944.343334,5,0.16064257,1.00001066357133
"63",101.2333333,18274.71119,4.116666667,1.388888889,1.00000147446656
"64",268,24345.57209,5.233333333,7.666666667,0.99999962705325
"65",277.45,2806.952991,3.425,8.666666667,0.99999326946587
"66",274.4902778,12083.63889,3.755,3.25,1.00000015225329
"67",313.7289474,9028.75,4.197222222,3.166666667,1.00000036382219
"68",-502,3606.052546,4.741666667,3.979166667,0.999999578784756
"69",297.8333333,4502.725,3.619444444,7.75,0.99999691993599
"70",245.25,7120.48,4.908333333,7.526666667,0.999998500637489
"71",-63.5,4165.378893,5.208333333,7.666666667,1.00000929421111
"72",246.2916667,34788.19444,2.466666667,11,0.99999900405099
"73",42.9642857,13879.03333,4.881818182,3.833333333,1.00000175830959
"74",-27.99999996,4355.328656,3.612,2.666666667,0.999992248138438
"75",311.1666667,80702.94793,4.45,4.444444444,1.00000000022123
"76",228.0555556,3495.844203,4.2,4.766666667,0.999999289220422
"77",-337,8839.878789,4.817142857,0.8,0.999998651530694
"78",-504.625,5583.237284,5.04,1.166666667,0.999998625230067
"79",3.236111075,9028.75,3.82,2.469135802,1.00004623391222
"80",127.25,3606.052546,3.78,0.166666667,1.00000787441294
"81",261,4502.725,2.413333333,0.45,1.00000167062166
"82",333.3257576,7120.48,4.104761905,0.083333333,1.00000169434644
"83",310,4165.378893,6.66,6.333333333,1.00000025298141
"84",341.4545455,34788.19444,5.3,1.5,1.00000031990337
"85",283,13879.03333,1.166666667,3.222222222,0.99999947666044
"86",240.55,4355.328656,4.733333333,7.694444444,0.999997173633936
"87",272.06,80702.94793,3.13,11.76388889,0.999999606764821
"88",8,3495.844203,3.47,2.472222222,1.0000356772828
"89",228,8839.878789,3.45,8.709077381,0.999997390673626
"90",264,5583.237284,3.619444444,8.433333333,0.999996734076185
"91",-365.9166667,3549.719697,3.973333333,4.633333333,1.00000050812163
"92",236.3238095,5986.769995,3.874074074,5.5,0.99999885078654
"93",-235.3666667,3701.186508,3.741666667,3.166666667,0.999999339942276
"94",305.6,11094.98593,3.280555556,8.833333333,0.999998362315693
"95",254.2333333,3200.513889,4.45,1.483695652,1.00000364555371
"96",188.1777778,4241.251452,4.033333333,3.277777778,1.00000094668184
"97",-139.2678573,2656.477381,3.633333333,9.625,1.00001619536082
"98",-706.8000001,2944.343334,1.175,7.5,1.00000303931377
"99",-1180.5,18274.71119,2.933333333,4.873333333,1.00000008992599
"100",222,24345.57209,1.691666667,7.259259259,0.999998969864178
"101",230.6666667,2806.952991,3.34,1.888888889,1.00000224120038
"102",25.010101,12083.63889,5.18,1.890804598,1.0000108836982
"103",23.34090908,9028.75,3.32,8.166666667,0.99997700159291
"104",371.1,3606.052546,1.79,5.111111111,0.999997518236457
"105",-9.85,4502.725,4.9,0.333333333,0.999897035465985
"106",143.85,7120.48,4.684,15.83333333,0.999989114966686
"107",386.75,7120.48,4.89,4.35,1.00000019608942
"108",334.0257937,4165.378893,4.785,4.777777778,1.00000000519082
"109",-617.4666668,34788.19444,5.48,4.5,0.999999954377333
"110",142.4259259,13879.03333,2.917647059,6.833333333,0.99999801911338
"111",-124.125,80702.94793,3.344,7.444444444,1.0000004093382
"112",335.4734849,3495.844203,3.68,5.25,0.999998661281137
"113",156.6764069,8839.878789,4.917647059,6,0.999999218517984
"114",-113.3981481,5583.237284,4.563636364,7.013888889,1.0000038700698
"115",-32.66666664,3549.719697,3.26,8,1.00004087704194
"116",231.5857143,5986.769995,1.70625,0.055555556,1.00000119059033
"117",175.1666667,3701.186508,1.58,0.318181818,1.00000194627563
"118",266.0416667,11094.98593,6.9,4.583333333,1.00000078485085
"119",243.3333333,3200.513889,3.2,0.333333333,1.00000368091573
"120",50.16666667,4241.251452,3.78,12.04166667,0.999961170803641
"121",-195.25,18274.71119,4.15,0,0.999998836928184
"122",376.6666667,24345.57209,4.58,4.716666667,0.999999985096598
"123",140.25,2806.952991,4.5,2.833333333,1.00000423360895
"124",309.2,12083.63889,3.566666667,4.944444444,0.999999631241574
"125",-210.9,9028.75,3.066666667,5.083333333,1.00000105908279
"126",-207.2333334,3606.052546,6.066666667,7.583333333,1.00000202954403
"127",-38.96666672,4502.725,3.38,1.25,0.999987860217027
"128",-119.5000001,7120.48,3.656666667,3.083333333,0.999999326201537
"129",303.9117647,4165.378893,3.806666667,3.333333333,1.00000037390827
"130",-97.83333334,34788.19444,4.05,5.916666667,1.00000054846388
"131",252,13879.03333,4.3,12.75,0.999997583999891
"132",250.2916666,4355.328656,3.957142857,5.833333333,0.999998278886131
"133",97.76666665,80702.94793,4.55,15.61111111,0.999998598095119
"134",279.62,13879.03333,4.155172414,4.166666667,0.999999997038217
"135",235.1796748,4355.328656,4.766666667,4.875,0.999999894235143
"136",58.63333335,80702.94793,4.591666667,8.666666667,0.999999138820607
"137",-396.4999999,3495.844203,3.8,2.333333333,0.999998941876985
"138",327.6503268,8839.878789,3.52,2.333333333,1.00000040970553
"139",236.1533333,5583.237284,5.6,2.666666667,1.00000222475019
"140",-7.6,9028.75,4.56,2.066666667,0.999963663832159
"141",240.3333333,3606.052546,5.98,2.291666667,1.00000425582835
"142",355.1555556,4502.725,4.665,2.5,1.00000135382916
"143",-23.04999991,7120.48,5.028571429,4.25,0.999995256288554
"144",21.99999999,4165.378893,5.326666667,4.5,1.0000090209699
"145",-387.6875,34788.19444,5.7375,5.833333333,1.00000000710563
"146",-106.8333333,13879.03333,3.890909091,6.083333333,1.00000147862688
"147",-27.66666668,4355.328656,4.565,6.166666667,1.00001329212347
"148",252.3888889,80702.94793,3.75,2.916666667,1.00000004091279
"149",278.1893939,3495.844203,4.013333333,2.222222222,1.00000184174666
"150",-511.7,8839.878789,4.06,12.83333333,1.00000193955859
"151",-346.5144231,5583.237284,3.393548387,4.666666667,1.00000065805373
"152",-167.6,3549.719697,2.594736842,4.083333333,1.0000025021245
"153",-1637,5986.769995,4.475,2.111111111,0.999999758795277
"154",51.95833335,4355.328656,4.03125,3.666666667,1.00000161109321
"155",-18.77450983,80702.94793,4.2,4.583333333,1.00000025299887
"156",78.66666667,3495.844203,3.2,6.222222222,0.999989010357195
"157",21.66666667,8839.878789,2.2,0.166666667,1.00001061622631
"158",52.83333333,5583.237284,2.79,9,0.999978947799242
"159",309.5324074,3549.719697,6,1.722222222,1.00000389330147
"160",-236.7696318,5986.769995,6.816666667,5.833333333,0.999999306283236
"161",-191.0000001,3701.186508,3.4,6.111111111,1.00000383506721
"162",-431.0317461,11094.98593,3.316666667,4.966666667,1.00000034502291
"163",7,3200.513889,4.177777778,7.333333333,0.999859149603361
"164",287.7142857,4241.251452,3.495454545,3.388888889,1.00000008732967
"165",44.39583335,2656.477381,3.98,3.833333333,1.0000012436068
"166",-203.0000001,2944.343334,4.446666667,2.666666667,0.999997021925806
"167",222.5981969,18274.71119,3.788571429,5.308333333,0.999999626402992
"168",-78.62500004,24345.57209,5.416666667,1.5,0.999997953857063
"169",20.33333333,2806.952991,4.896666667,2.583333333,1.00004053166983
"170",-47.16666665,12083.63889,6.88,6.722222222,0.999999723170153
"171",-122.0277777,9028.75,3.78,9.277777778,1.00000499000351
"172",-331.5,3606.052546,1.786666667,5.166666667,1.00000282749025
"173",121.7083333,4502.725,4.19,8.416666667,0.999992287374213
"174",-323.8333334,7120.48,4.452941176,3.458333333,0.999999568658685
"175",-1379.5,4165.378893,1.6,3,1.00000024364181
"176",-355.6818185,2806.952991,2.1,20.4,1.00001832965474
"177",55.95000005,12083.63889,2.2,2.466666667,0.999999605569125
"178",50.58888889,9028.75,1.933333333,0.5,1.00000313808304
"179",333.5833333,3606.052546,6.566666667,0.775,1.00000481467707
"180",335.1666667,4502.725,6.295833333,18.27777778,0.999992060538303
"181",-429.4999999,7120.48,6.233333333,4,0.999999269733953
"182",345.0833333,4165.378893,5.233333333,0.066666667,1.00000359444586
"183",194.8333333,34788.19444,2.770833333,4.508333333,0.999999743652159
"184",329.6666667,13879.03333,4.2375,1.5,1.0000005983012
"185",-182.9999999,4355.328656,2.604166667,0.58974359,0.999997472572737
"186",-122,80702.94793,4.902777778,0.166666667,0.999999518969457
"187",275.75,13879.03333,5.341666667,7,0.999999566691618
"188",-377,4355.328656,4.445833333,4.566666667,1.00000007359096
"189",203,80702.94793,5.697058824,1.133333333,1.00000027856983
"190",-172.1,3495.844203,3.166666667,4.333333333,1.00000193916092
"191",296.3690476,8839.878789,3.675,5.875,0.999999160262542
"192",53.97222224,5583.237284,4.666666667,3.666666667,1.0000033185137
"193",67.12068966,9028.75,4.233333333,6,0.999997084785087
"194",-330.8888888,3606.052546,2.1,8.333333333,1.00000522403547
"195",-22.20833334,4502.725,2.6,10.75,1.00008150161558
"196",235.3459025,7120.48,3.16,5.416666667,0.999998653360027
"197",-78.66666666,4165.378893,3.92,1.805555556,0.999993547158191
"198",-15.49999998,4502.725,3.52,7.055555556,1.0000506582922
"199",315.9166667,7120.48,3.56,6.833333333,0.999998544847788
"200",-4.81249999,4165.378893,5.04,3,0.999898233482316
"201",57.81944443,34788.19444,2.48,3.166666667,0.999999658618358
"202",313.2222222,13879.03333,4.24,4.222222222,1.00000000408946
"203",372.5,4355.328656,0.6,6.816939891,0.999996167965075
"204",53.56944446,80702.94793,3.2,7,0.999999121023923
"205",-168.1666666,3495.844203,4.2,9,1.00000816486958
"206",3.26893943,8839.878789,8.4,7.777777778,1.00002153239478
"207",-319.5000001,5583.237284,6.945,10.5,1.00000199288692
"208",-581.9333334,3549.719697,4,2.5,0.999999273853975
"209",-336.2499999,5986.769995,4.15,3.111111111,0.99999948392332
"210",-432.5,3701.186508,4.516666667,7.1,1.00000161381358
"211",88.41666667,11094.98593,5.161111111,0,1.00000526116976
"212",-507.2333333,3200.513889,4.463888889,24.28571429,1.0000122100135
"213",-303.0303773,4241.251452,5.044444444,6.683333333,1.00000127517363
"214",285.6111111,2656.477381,4.458333333,3.733333333,1.00000095555741
"215",229.2818182,2944.343334,3.88125,0.333333333,1.00000525551576
"216",1.73913045,18274.71119,4.091666667,9,0.999845562996184
"217",230.425,24345.57209,3.958333333,6.481481481,0.999999550227218
"218",267,2806.952991,4.891666667,3,1.00000252405149
"219",-621.4,12083.63889,4.877777778,13.16666667,1.00000110389389
"220",-396.5,9028.75,5.358333333,0.375,0.999998607968322
"221",-183,3606.052546,4.516666667,1,0.999994670971236
"222",22.6,4502.725,3.406521739,0.5,1.00002856207221
"223",237.5882353,7120.48,3.409090909,4.666666667,0.999999256638689
"224",227.72,7120.48,2.1,3.166666667,0.999999342163029
"225",205.4,4165.378893,1.183333333,2.611111111,0.999998331194713
"226",211.5882353,34788.19444,1.1,6.041666667,0.999999328648379
"227",295.8181818,13879.03333,1.1,2.166666667,0.999999740196713
"228",290.3,4355.328656,1.183333333,15.33333333,0.999988808495564
"229",238.1875,80702.94793,3.8,8.25,0.999999768499653
"230",280.7636364,13879.03333,4.17,5,0.999999787000779
"231",-20,4355.328656,4.116,5.916666667,1.00002067199526
"232",-259,80702.94793,3.14,8.333333333,1.00000024846032
"233",319.2333333,3495.844203,3.58,1.333333333,1.00000201316022
"234",4.333333335,8839.878789,3.02,3.166666667,0.999996171197058
